objectid,pre_dir_tx,pre_type_t,name_tx,suf_type_t,suf_dir_tx,suffix_tx,full_name,new_nm_id,globalid,str_nm_id,usps_name
460170,,,LAUREL,ST,,,LAUREL ST,768230,9af137fb-22aa-42e3-aee7-746a3dfbb1a8,1141,LAUREL ST
460171,,,LAURELDALE,RD,,,LAURELDALE RD,573267,0b3ede0c-9400-4c18-8173-92b34df39286,1143,LAURELDALE RD
460172,,,LAURELWOOD,DR,,,LAURELWOOD DR,662367,8e377c35-2938-42a1-b116-65344639c828,1144,LAURELWOOD DR
460173,,,LAURIER,ST,,,LAURIER ST,621092,903f1399-83aa-4866-8e7f-2c628f6a809b,1145,LAURIER ST
460174,,,LAVALLEE,TER,,,LAVALLEE TER,614118,2bcb221b-de2f-4182-9ab3-7f70c0e2e3b2,1146,LAVALLEE TER
460175,,,LAWRENCE,ST,,,LAWRENCE ST,732147,6f714ad5-8a5a-47bf-bad4-ec1ecf653be8,1148,LAWRENCE ST
460176,,,IDEAL,RD,,,IDEAL RD,905133,6319be42-0656-493e-9161-1232862fae16,1011,IDEAL RD
460177,,,INNOVATION,DR,,,INNOVATION DR,837262,b207b0ec-2ac8-407d-b09d-41cf5039a510,1023,INNOVATION DR
460178,,,INVERNESS,AVE,,,INVERNESS AVE,825166,12931dbe-493e-48ce-94f1-997511d72edb,1026,INVERNESS AVE
460179,,,IROQUOIS,ST,,,IROQUOIS ST,630211,8fb729cb-40f5-4b15-b2a2-f15ca223a5be,1031,IROQUOIS ST
460180,,,IVANHOE,RD,,,IVANHOE RD,664242,9a0d368c-8721-453e-bcbe-5305788638da,1038,IVANHOE RD
460181,,,IVES,ST,,,IVES ST,675142,14e44ba1-c977-426d-8001-7eaec3b272b3,1041,IVES ST
460182,,,JACQUES,ST,,,JACQUES ST,661133,6321c13f-5aca-4717-aaea-8b136ef055aa,1044,JACQUES ST
460183,,,JAMESBURY,DR,,,JAMESBURY DR,674287,dafcf93f-5fbe-4bfa-b3bf-1531da7965c3,1046,JAMESBURY DR
460184,,,JASMINE,DR,,,JASMINE DR,651376,83ca5e9c-65a3-47c0-ad13-e54aad448361,1048,JASMINE DR
460185,,,JENNINGS,ST,,,JENNINGS ST,858165,f8a08706-8684-41d8-902d-1862dca12ee5,1054,JENNINGS ST
460186,,,JOLMA,RD,,,JOLMA RD,863148,9b046069-cc32-4d71-8594-b34e2cb7d8ec,1061,JOLMA RD
460187,,,JOPPA,RD,,,JOPPA RD,567266,c6706b04-22a2-471b-8564-0d737e43c16b,1064,JOPPA RD
460188,,,JUNIPER,RD,,,JUNIPER RD,583285,cf2a2e59-91b1-4e0f-b958-693e847ffe2b,1071,JUNIPER RD
460189,,,KANSAS,ST,,,KANSAS ST,735145,ebdaee2f-5fad-4cef-af50-ec0da9cd3521,1074,KANSAS ST
460190,,,KELLEY,SQ,,,KELLEY SQ,755180,c3420f07-1773-4588-9a70-acd5fb30ae6a,1081,KELLEY SQ
460191,,,KENDIG,ST,,,KENDIG ST,717107,0442589b-e91d-45e7-b632-0ade2ddb14c6,1084,KENDIG ST
460192,,,KENILWORTH,RD,,,KENILWORTH RD,649256,ac684a7d-229c-4b5e-bc25-f93766ebab99,1086,KENILWORTH RD
460193,,,KENSINGTON,HTS,,,KENSINGTON HTS,652252,76c7c0d9-68b6-4d4d-a11c-fb290dab08cf,1089,KENSINGTON HTS
460194,,,KENWOOD,AVE,,,KENWOOD AVE,766319,b6ac4474-7ca8-4c88-8f37-7bd7ec6944b0,1091,KENWOOD AVE
460195,,,KIMBALL,ST,,,KIMBALL ST,700353,65a95bd4-8ffa-4959-aa1a-9cc5754ec05a,1094,KIMBALL ST
460196,,,KING PHILIP,RD,,,KING PHILIP RD,763358,eb9badf0-76ce-4a7c-9726-83de5aaffe76,1096,KING PHILIP RD
460197,,,KINNICUTT,RD,SOUTH,,KINNICUTT RD SOUTH,675252,7ac7d044-f2b5-4a3b-b4d8-28dbbda223ae,1101,KINNICUTT RD S
460198,,,KITTERY,ST,,,KITTERY ST,818209,94a3a728-e178-4070-a4a6-55a01ca79e44,1104,KITTERY ST
460199,,,KNOX,ST,,,KNOX ST,647095,656fafba-02a0-425e-a9fa-23faa6a432ec,1111,KNOX ST
460200,,,LAKE,AVE,NORTH,,LAKE AVE NORTH,863293,cbc634fa-a393-416c-923f-92678e0c0a1f,1120,LAKE AVE N
460201,,,MATTHEW,PL,,,MATTHEW PL,756189,41a2291d-be66-41d8-9023-784d14443c9b,1275,MATTHEW PL
460202,,,MAVERICK,RD,,,MAVERICK RD,868220,ebe83741-f90e-4d4d-934b-65bf29ec1e03,1278,MAVERICK RD
460203,,,MAY,ST,,,MAY ST,655206,990778fc-1193-44f4-b63d-b9f725f36f89,1282,MAY ST
460204,,,MAYFIELD,ST,,,MAYFIELD ST,684198,0c2986ce-6943-4df0-a755-cf22a54f58aa,1285,MAYFIELD ST
460205,,,MAYWOOD,PL,,,MAYWOOD PL,681164,7ea47f81-e69b-4129-a308-8fd3c14605d7,1288,MAYWOOD PL
460206,,,MCCLINTOCK,AVE,,,MCCLINTOCK AVE,856106,4940ac72-40dc-41be-a47b-6de4825cf974,1290,MCCLINTOCK AVE
460207,,,MCRAE,CT,,,MCRAE CT,820245,cbc5f6a7-e63c-43ef-bd6d-6431074cedbb,1295,MCRAE CT
460208,,,MEADOWBROOK,RD,,,MEADOWBROOK RD,664301,e925a86f-a8ac-4644-acf3-711f80b46d3b,1298,MEADOWBROOK RD
460209,,,MENDON,ST,,,MENDON ST,781177,ce8bdee9-1f9d-4241-9859-5ac94393c964,1305,MENDON ST
460210,,,MERCURY,DR,,,MERCURY DR,670391,94410649-5948-4416-980f-4ca488ecbf12,1308,MERCURY DR
460211,,,MERTON,RD,,,MERTON RD,767311,6e2732c2-5393-4247-84b0-5622c995ee19,1315,MERTON RD
460212,,,MIAMI,ST,,,MIAMI ST,829352,030749e0-e27c-4ea1-a3c2-15ddce274bfa,1318,MIAMI ST
460213,,,MIDDLESEX,AVE,,,MIDDLESEX AVE,851184,cb17582a-677c-413e-a32d-062ded766bd8,1320,MIDDLESEX AVE
460214,,,MIDGLEY,LN,,,MIDGLEY LN,842118,942d4fb0-7ee3-46f3-9aa5-a45cf3f07ca3,1322,MIDGLEY LN
460215,,,MILDRED,AVE,,,MILDRED AVE,599111,ef376f58-5bec-47d1-8f4e-de37a55f92c8,1324,MILDRED AVE
460216,,,MILITARY,RD,,,MILITARY RD,714271,4501228f-72e8-4ba6-b110-6ab5b6c1495f,1325,MILITARY RD
460217,,,MILL,ST,,,MILL ST,615200,f0c83bbe-2134-40ce-ac2a-af3c4d2a6456,1326,MILL ST
460218,,,MILL POND,RD,,,MILL POND RD,605254,2511a905-b7b2-457d-b3de-8bceccee050f,1328,MILL POND RD
460219,,,MILLBROOK,ST,,,MILLBROOK ST,757303,eb854a31-fd75-45d1-b4c4-2260b32154e6,1329,MILLBROOK ST
460220,,,MILTON,ST,,,MILTON ST,737288,8ee2e007-9b3d-4790-a9cc-8a1ae7505206,1331,MILTON ST
460221,,,MINERVA,ST,,,MINERVA ST,845092,16bca68c-0d3f-4e1d-a435-a17af7aabf83,1332,MINERVA ST
460222,,,MINOTS,ST,,,MINOTS ST,825222,fcab08e6-f47a-4c1b-bbbe-b6f80c6ba520,1333,MINOTS ST
460223,,,MINTHORNE,ST,,,MINTHORNE ST,657187,98ca4cd9-a9cb-4638-a11c-b9dc0d8b2a78,1334,MINTHORNE ST
460224,,,MISCOE,RD,,,MISCOE RD,838105,080977be-0894-41ad-870c-5aabc36157b1,1335,MISCOE RD
460225,,,MODOC,ST,,,MODOC ST,854180,3222269b-e2b7-4c12-ad57-7baa11d660e3,1336,MODOC ST
460226,,,MODRED,CT,,,MODRED CT,625278,13880ddc-6065-4271-93cc-303d5c788003,1337,MODRED CT
460227,,,MOEN,ST,,,MOEN ST,759259,fa01171b-b8e8-40c8-9f38-b453582d8170,1338,MOEN ST
460228,,,MOHAVE,RD,,,MOHAVE RD,714379,a8c93e63-75f3-4677-8d8a-f835fd5d71ac,1339,MOHAVE RD
460229,,,MOHAWK,AVE,,,MOHAWK AVE,621084,7be6fd5f-e2e7-4c0b-a5fb-e895b70c1a57,1340,MOHAWK AVE
460230,,,MOHICAN,RD,,,MOHICAN RD,858270,92e0387e-697c-460a-b67f-e621db39bb8d,1341,MOHICAN RD
460231,,,MONADNOCK,RD,,,MONADNOCK RD,717282,1e744819-1a2c-4c19-98cb-3ac97c66f095,1342,MONADNOCK RD
460232,,,MONFORT,ST,,,MONFORT ST,791160,897ce9a9-9565-4881-95a1-2cad2b18df49,1343,MONFORT ST
460233,,,MONICA,RD,,,MONICA RD,581281,fe5d08e0-5599-4bbb-9651-e4428ea9b360,1344,MONICA RD
460234,,,MONMOUTH,AVE,,,MONMOUTH AVE,698366,0adb7923-4352-4d57-af4e-0dc44feb83da,1345,MONMOUTH AVE
460235,,,MONMOUTH,RD,,,MONMOUTH RD,679302,8448f437-3e49-46c9-b68d-783662312e3b,1346,MONMOUTH RD
460236,,,MONOMOY,ST,,,MONOMOY ST,794358,c354f827-249e-4983-9f88-23bfae0537e6,1347,MONOMOY ST
460237,,,MONROE,AVE,,,MONROE AVE,671230,3ba5a7fc-5c9f-4017-bfcd-043a4e2fef80,1348,MONROE AVE
460238,,,MONTCLAIR,DR,,,MONTCLAIR DR,693295,034c1190-2dfa-4301-b4d0-4f75d5de6f32,1350,MONTCLAIR DR
460239,,,MONTEFORTE,ST,,,MONTEFORTE ST,874119,43bc5cd3-8763-421b-88fb-5ec8e97b4bde,1351,MONTEFORTE ST
460240,,,MONTELLO,ST,,,MONTELLO ST,624084,73de0f14-e6d0-4e3d-a5fd-e9b6017bedb6,1352,MONTELLO ST
460241,,,MONTEREY,RD,,,MONTEREY RD,784355,6ed6fb20-9829-4bd6-887a-6cbca34a6ff9,1353,MONTEREY RD
460242,,,MONTGOMERY,AVE,,,MONTGOMERY AVE,819212,d25bb9d2-c827-4c1b-b502-e68a0c05bb52,1354,MONTGOMERY AVE
460243,,,MONTICELLO,DR,,,MONTICELLO DR,618155,4430e7ac-d240-4c54-82b4-1a73f8bd942b,1355,MONTICELLO DR
460244,,,MONTREAL,ST,,,MONTREAL ST,789196,2a899bea-3b1b-45dc-990b-35bbe8998ad0,1357,MONTREAL ST
460245,,,MONTROSE,ST,,,MONTROSE ST,759149,5fb61da6-d5da-4440-8d4a-9edba46d8acb,1358,MONTROSE ST
460246,,,MONTVALE,RD,,,MONTVALE RD,722271,4e415bdd-1c46-487e-be82-a00123b03daf,1359,MONTVALE RD
460247,,,MOODY,ST,,,MOODY ST,697390,ecd30fee-f7ab-44bc-8832-4dd1d2c37fe7,1360,MOODY ST
460248,,,MOORE,AVE,,,MOORE AVE,636260,9c14f443-c73d-4913-9409-6300ff7e1df0,1361,MOORE AVE
460249,,,MORELAND,ST,,,MORELAND ST,636288,eacce9d7-ca97-4720-8c91-e4742a107399,1363,MORELAND ST
460250,,,MORELAND GREEN,DR,,,MORELAND GREEN DR,611307,6aa3910f-8f61-48fa-92b5-5acb6b19c8a8,1364,MORELAND GREEN DR
460251,,,MORGAN,ST,,,MORGAN ST,750446,4fc08436-8f9b-4e21-9f3f-99db0bd7e9bd,1365,MORGAN ST
460252,,,MORNINGSIDE,RD,,,MORNINGSIDE RD,660234,f7894538-746f-4d65-986f-4624c34ad86f,1366,MORNINGSIDE RD
460253,,,MORNINGSIDE,TER,,,MORNINGSIDE TER,658235,998ec461-4419-48ec-a370-f26c37ab1b1e,1367,MORNINGSIDE TER
460254,,,MORSE,CT,,,MORSE CT,700149,21156386-b4dd-418f-bbc7-94ac015bee5b,1368,MORSE CT
460255,,,MOSS,ST,,,MOSS ST,616081,915c6ce3-edac-41d5-ac08-b194422c6f23,1370,MOSS ST
460256,,,MOTT,ST,,,MOTT ST,775178,e469542b-c45c-462a-ac8c-b76621ddb301,1371,MOTT ST
460257,,,MOUNT,AVE,,,MOUNT AVE,748393,2e39a8ba-e709-42a7-a3c3-a7571a2b7e61,1372,MOUNT AVE
460258,,,MOUNT HOLYOKE,AVE,,,MOUNT HOLYOKE AVE,818305,93fe308c-38e4-432d-9101-70e810008286,1373,MOUNT HOLYOKE AVE
460259,,,MOUNT HOPE,TER,,,MOUNT HOPE TER,706250,74b6f1a2-cb6d-4349-97a4-2cf30fb634c1,1374,MOUNT HOPE TER
460260,,,MOUNTAINSHIRE,DR,,,MOUNTAINSHIRE DR,743445,9e0e94de-d40f-48b9-a45d-19aa1c338e3b,1379,MOUNTAINSHIRE DR
460261,,,MOWER,ST,,,MOWER ST,568274,71612ce6-e3d4-4679-b81b-2732fd19f8ee,1380,MOWER ST
460262,,,MULBERRY,ST,,,MULBERRY ST,768217,e6f0c563-e5db-4656-a4e1-993fb0e2b8df,1381,MULBERRY ST
460263,,,MURRAY,AVE,,,MURRAY AVE,727194,32e24885-eccd-42a7-9771-8a3777070e70,1382,MURRAY AVE
460264,,,MUSKEEGO,ST,,,MUSKEEGO ST,799225,d31ab541-8346-47f3-9398-9dd3eed20019,1383,MUSKEEGO ST
460265,,,MYRICK,AVE,,,MYRICK AVE,664347,960711ad-78ca-43b7-83b3-c05190a0dfe7,1384,MYRICK AVE
460266,,,MYRNA,RD,,,MYRNA RD,843105,c3000fa9-4fc1-4f5d-a7b8-fc2d4af7438a,1385,MYRNA RD
460267,,,MYRTLE,ST,,,MYRTLE ST,743197,ff90baaa-d448-4716-a836-a9453dcea30f,1386,MYRTLE ST
460268,,,MYSTIC,ST,,,MYSTIC ST,754064,b900b994-a806-4f50-9517-504055fef9ac,1387,MYSTIC ST
460269,,,NANA,TRAIL,,,NANA TRAIL,861295,accf7e06-05ed-46dc-97a9-82a854c79f56,1388,NANA TRL
460270,,,NORTHGATE,CIR,,,NORTHGATE CIR,795468,f2c14705-c240-49b3-821e-a31e59847740,1438,NORTHGATE CIR
460271,,,NORTON,ST,,,NORTON ST,771295,0797ada5-8121-40c6-868a-3c208e0a5aad,1440,NORTON ST
460272,,,NORWICH,ST,,,NORWICH ST,747214,53099c54-401e-4623-9b2f-f494a3bc6b6e,1441,NORWICH ST
460273,,,NORWOOD,ST,,,NORWOOD ST,698173,941992ed-4f93-4bc3-af2a-483f6286367f,1442,NORWOOD ST
460274,,,NOTTINGHAM,RD,,,NOTTINGHAM RD,704303,ded4dd2a-cc34-4269-b934-f6187ab14d94,1443,NOTTINGHAM RD
460275,,,NUTMEG,DR,,,NUTMEG DR,589164,395b4ae9-60b0-40ca-915f-590fde5168be,1444,NUTMEG DR
460276,,,NUTTALL,LN,,,NUTTALL LN,787160,614dc94f-5be4-45e6-a9fd-8252661e1227,1445,NUTTALL LN
460277,,,OAK,AVE,,,OAK AVE,767249,2006e8d3-6b1b-4369-ba69-bda17d49921d,1447,OAK AVE
460278,,,OAK BEACH,TER,,,OAK BEACH TER,886148,e3c33212-4386-4023-835b-083ebe9d2025,1450,OAK BEACH TER
460279,,,OAK HILL,RD,,,OAK HILL RD,659302,f32af5c4-2f02-4b6b-8585-7e4dcfc8ac0c,1451,OAK HILL RD
460280,,,OAKHAM,ST,,,OAKHAM ST,790197,0e03246d-bbf7-4a57-a131-d8f0eac0773e,1452,OAKHAM ST
460281,,,BROOKFIELD,ST,,,BROOKFIELD ST,735281,e16eb8a7-562e-4a3f-8e67-2bdfcf0cfdf5,294,BROOKFIELD ST
460282,,,BROOKHAVEN,RD,,,BROOKHAVEN RD,700382,95827de3-0ceb-4588-b9a1-b0b89f9e38c5,295,BROOKHAVEN RD
460283,,,BROOKVIEW,DR,,,BROOKVIEW DR,845359,2eb68c09-50dc-423e-82f5-8e130572154b,301,BROOKVIEW DR
460284,,,BROWNELL,CIR,,,BROWNELL CIR,674212,d89d8038-6c2a-4b38-8649-c3c29b90b39a,304,BROWNELL CIR
460285,,,BROWNING,LN,,,BROWNING LN,634362,f20b2bb3-1f92-4e74-961f-fdbe025b7db9,306,BROWNING LN
460286,,,BRYANT,ST,,,BRYANT ST,742289,687144f4-b04f-4afd-9e9d-e30f78a253fe,309,BRYANT ST
460287,,,ASHBURNHAM,RD,,,ASHBURNHAM RD,758315,d84f8f4a-363e-46bc-bbaf-bdd13e176c7b,102,ASHBURNHAM RD
460288,,,ASHLAND,ST,,,ASHLAND ST,729215,fbdd936f-53f2-43df-89e7-e79baa0efad3,103,ASHLAND ST
460289,,,ASHLEY,ST,,,ASHLEY ST,882118,497790ce-4924-4919-b8be-f761073d9fb1,104,ASHLEY ST
460290,,,ASHMONT,AVE,,,ASHMONT AVE,742156,d4771021-6e13-4f9d-abe7-9693500f5c5e,105,ASHMONT AVE
460291,,,ASHMORE,RD,,,ASHMORE RD,632257,64d83a71-05f4-4ccb-bc97-62dfeafa7f3e,106,ASHMORE RD
460292,,,ASHTON,ST,,,ASHTON ST,774283,2cab61c1-e3f0-4652-82f1-7d4268690a19,107,ASHTON ST
460293,,,ASHWOOD,ST,,,ASHWOOD ST,794161,66b552bc-d4b7-43e2-8e19-379fa8d8db1e,108,ASHWOOD ST
460294,,,ASPINWALL,RD,,,ASPINWALL RD,719299,e4c02f08-c1d2-459d-b207-28baa0151910,109,ASPINWALL RD
460295,,,ASSABET,LN,,,ASSABET LN,541274,6ef7439b-ae24-4468-9c5d-5e421b6ccc3c,110,ASSABET LN
460296,,,ASSONET,ST,,,ASSONET ST,748187,abc7f654-9dea-428c-b83e-01e9e3d1f39a,111,ASSONET ST
460297,,,ASSUMPTION,AVE,,,ASSUMPTION AVE,767392,99f042ae-4d9f-42ed-b16b-c363fe7464a2,112,ASSUMPTION AVE
460298,,,ASTER,PL,,,ASTER PL,668092,4ea57158-e6c6-4120-8283-2a3bc19252ef,113,ASTER PL
460299,,,ASTRID,AVE,,,ASTRID AVE,770129,01f4a9cc-a81a-46f4-aeb3-f5d76be83000,114,ASTRID AVE
460300,,,ASYLUM,ST,,,ASYLUM ST,764212,b1e53f33-e172-4f17-9463-3c29f5db7ed1,115,ASYLUM ST
460301,,,ATLANTA,ST,,,ATLANTA ST,824236,b8b9b875-b468-4e3b-8bdc-b20c91f998bc,117,ATLANTA ST
460302,,,ATTLEBORO,ST,,,ATTLEBORO ST,711111,19aa20f6-2640-4e7f-bfe1-1ffdd63df220,119,ATTLEBORO ST
460303,,,ATWATER,ST,,,ATWATER ST,610252,3ae1d0bd-f2d3-46f2-89f0-6c07668949ca,120,ATWATER ST
460304,,,AUBURN,ST,,,AUBURN ST,764252,39914b09-b25e-45d9-b1a6-d2f5062e7d2e,121,AUBURN ST
460305,,,AUDUBON,RD,,,AUDUBON RD,655275,84bdd2a5-4564-45f4-944f-694f8fd49287,122,AUDUBON RD
460306,,,AUGUSTA,ST,,,AUGUSTA ST,802212,c35dcd1a-0b19-450a-99cb-05d3ca666d6a,123,AUGUSTA ST
460307,,,AURILLA,ST,,,AURILLA ST,804048,b5d50294-02d3-46dd-99d4-04b5fc94c142,124,AURILLA ST
460308,,,AURORA,ST,,,AURORA ST,803077,ca87969c-0144-4151-a026-11944e7ad950,125,AURORA ST
460309,,,AUSTIN,ST,,,AUSTIN ST,717204,f68f2c7f-cda4-413b-a541-618cdb725186,127,AUSTIN ST
460310,,,AUTUMN,ST,,,AUTUMN ST,643153,06038cdb-a87f-4389-8b19-51db36392614,128,AUTUMN ST
460311,,,AVALON,PL,,,AVALON PL,730224,060e8571-7602-4af2-86cd-4222194acf64,129,AVALON PL
460312,,,AVERY,ST,,,AVERY ST,822144,7bad54ab-7d6a-4b74-9c09-16ab33cb383c,130,AVERY ST
460313,,,AVON,ST,,,AVON ST,726106,b0658344-4ee7-40a2-832b-6a3bb7523c6a,131,AVON ST
460314,,,AYLESBURY,RD,,,AYLESBURY RD,652296,99342ac7-6846-4646-949a-694a415aead1,132,AYLESBURY RD
460315,,,AYRSHIRE,RD,,,AYRSHIRE RD,866212,fa4e0df4-5e05-4b08-b37a-21a1d21f21c1,133,AYRSHIRE RD
460316,,,AZALEA,DR,,,AZALEA DR,659377,6dfffef3-be1d-45db-8160-36145d330256,134,AZALEA DR
460317,,,BAILEY,ST,,,BAILEY ST,538269,c908e110-da04-43b2-b864-9dbda4bf2dc6,135,BAILEY ST
460318,,,BAINRIDGE,RD,,,BAINRIDGE RD,546269,10b5c016-b905-4bad-9d6f-e9af2f547e94,136,BAINBRIDGE RD
460319,,,BAKER,ST,,,BAKER ST,642147,8c019fec-f6e0-42e8-b771-d31deb74fbcf,137,BAKER ST
460320,,,BALDER,RD,,,BALDER RD,696313,78c8fecd-b540-4671-9be6-9569c4e2c9f6,138,BALDER RD
460321,,,LEDGEWOOD,LN,,,LEDGEWOOD LN,614306,5bc5e132-18cf-40a0-b8d9-a5a1aac1aea3,1154,LEDGEWOOD LN
460322,,,LEE,ST,,,LEE ST,707243,1a9f289c-721b-4b86-802f-b437ac3c0053,1155,LEE ST
460323,,,LEEDS,ST,,,LEEDS ST,760371,9dff6dd4-2c17-424f-bb2c-b15672d419c1,1156,LEEDS ST
460324,,,LENORA,ST,,,LENORA ST,773087,878689ce-c2ee-4c52-a898-e06d6399c8c3,1158,LENORA ST
460325,,,LENOX,ST,,,LENOX ST,659260,095f19a2-7280-4cf9-92a8-a36efb49d7b5,1159,LENOX ST
460326,,,LEON,ST,,,LEON ST,801171,3094b974-e400-481f-8e4f-0eea1659e444,1160,LEON ST
460327,,,LEPANTO,ST,,,LEPANTO ST,859171,f540c7b5-0a4c-4627-a1b7-727f628a652e,1161,LEPANTO ST
460328,,,LESLIE,RD,,,LESLIE RD,678386,d1cc43c0-206e-4ecc-b132-98d0d573f144,1162,LESLIE RD
460329,,,LEWIS,ST,,,LEWIS ST,718149,5d4b9b1d-979d-4acc-b9f0-d241d2ccd805,1163,LEWIS ST
460330,,,LEXINGTON,ST,,,LEXINGTON ST,750251,f6ff1ac9-84ff-47ba-b626-c7516f8b1907,1164,LEXINGTON ST
460331,,,LEYTON,RD,,,LEYTON RD,644343,7e4d41a5-b732-44c7-a364-feeae54d21ec,1165,LEYTON RD
460332,,,LIBERTY,ST,,,LIBERTY ST,767237,2403a7a0-c7c5-4c37-a01c-d33bcf8d402d,1166,LIBERTY ST
460333,,,LINCOLN,ST,,,LINCOLN ST,794311,8d5f60eb-9d04-46b4-8dcd-fb6346fac3ee,1169,LINCOLN ST
460334,,,LINDA VISTA,ST,,,LINDA VISTA ST,631100,e10884a5-660a-4e45-b9cc-72c2d6b40556,1170,LINDA VISTA ST
460335,,,LINDEN,ST,,,LINDEN ST,736223,e63a67aa-8543-40d4-adbc-fb3f9b5524d0,1171,LINDEN ST
460336,,,LINWOOD,ST,,,LINWOOD ST,757245,f5d2e568-8db3-4b67-bab5-d30ee06cd8e1,1172,LINWOOD ST
460337,,,LISA,AVE,,,LISA AVE,608137,42e63863-2fad-40d5-8baa-96efa9378c13,1173,LISA AVE
460338,,,LISCOMB,ST,,,LISCOMB ST,819245,91ec354d-4547-4f22-baaa-084656af6b4f,1175,LISCOMB ST
460339,,,LITCHFIELD,ST,,,LITCHFIELD ST,696141,6b660ccd-88d0-4791-9a2d-e54feee9e795,1176,LITCHFIELD ST
460340,,,LIVERMORE,ST,,,LIVERMORE ST,781467,89dd8ae2-6fac-4fe0-9250-485bf01108cd,1177,LIVERMORE ST
460341,,,LOCHWAN,AVE,,,LOCHWAN AVE,781106,30452ce9-5181-45fe-a6d6-b324a1ca7e95,1178,LOCHWAN AVE
460342,,,LOCUST,AVE,,,LOCUST AVE,852231,da77ae20-a175-43e2-9d9d-55257da5cdf9,1179,LOCUST AVE
460343,,,HATFIELD,ST,,,HATFIELD ST,778155,2d9a4905-059d-4c00-a71d-c449c3d33830,9165,HATFIELD ST
460344,,,UNNAMED,RD,,,UNNAMED RD,694279,e57900c7-e56c-4063-91b4-2b5a7ca734ca,1,UNNAMED RD
460345,,,CENTURY,DR,,,CENTURY DR,829396,b4cbda74-b7cb-49e2-8d96-d18763aa30fc,2,CENTURY DR
460346,,,ABBOTT,PL,,,ABBOTT PL,692213,764f82f4-1a8e-40a3-9496-429f7bc57bc5,8,ABBOTT PL
460347,,,ABBOTT,ST,,,ABBOTT ST,691206,cbee5029-9228-4b4e-8aa0-f9468dbb98c9,9,ABBOTT ST
460348,,,ABBY,ST,,,ABBY ST,685408,ae354b89-ba30-47ca-8c80-c2b1eb9b9c7f,10,ABBY ST
460349,,,ABINGTON,ST,,,ABINGTON ST,607113,f1664605-a185-485a-ba2b-baf614c8dedb,11,ABINGTON ST
460350,,,ACADEMY,ST,,,ACADEMY ST,712273,19d947cc-131f-4af0-a347-3bfa7b77ae15,12,ACADEMY ST
460351,,,ACCOMMODATION,ST,,,ACCOMMODATION ST,757120,d4a0dd80-9ace-4591-ada5-1d77f1c4bae1,13,ACCOMODATION ST
460352,,,ACTON,ST,,,ACTON ST,791164,c67d8c57-3c40-4c5f-b2fd-3007b8e84fb8,14,ACTON ST
460353,,,ACUSHNET,AVE,,,ACUSHNET AVE,795365,b65912fd-acba-470f-8463-1275f5fbaa3c,15,ACUSHNET AVE
460354,,,ADA,ST,,,ADA ST,613222,21e8daf9-6b91-4bd8-b8be-2078f269794f,16,ADA ST
460355,,,ADAMS,ST,,,ADAMS ST,809241,05f7a304-8ea4-4bcc-8f2b-6e20a7293a51,17,ADAMS ST
460356,,,ADDISON,ST,,,ADDISON ST,787166,4a5da147-5c13-49cd-bcde-261496772343,18,ADDISON ST
460357,,,ADELAIDE,CIR,,,ADELAIDE CIR,796454,8c685ffe-5de7-46b0-93e6-66238c804669,19,ADELAIDE CIR
460358,,,ADELLE,CIRCUIT,,,ADELLE CIRCUIT,759056,f578672c-c9ce-4903-99c9-81e376f4acc8,20,ADELLE CIRCUIT
460359,,,ADMIRAL,AVE,,,ADMIRAL AVE,605183,a75e7e1a-05cc-4283-b8f4-3ab05c6d19f1,21,ADMIRAL AVE
460360,,,ADOLPH,ST,,,ADOLPH ST,792248,243a93e8-e66c-46ae-995f-8ff11039bb03,22,ADOLPH ST
460361,,,AETNA,ST,,,AETNA ST,777175,0af05464-aaa4-4b73-8303-6543f53cbda1,23,AETNA ST
460362,,,AGATE,AVE,,,AGATE AVE,862228,e1411652-3c57-4650-80ca-24e4ea8ef0eb,24,AGATE AVE
460363,,,AGAWAM,ST,,,AGAWAM ST,671153,196f3589-875e-4730-8b8f-03b3d0ecc88e,25,AGAWAM ST
460364,,,AIRLIE,ST,,,AIRLIE ST,763372,772dee21-c22c-4106-abe8-fbb79471b372,27,AIRLIE ST
460365,,,AIRPORT,DR,,,AIRPORT DR,584240,c1419bd9-e07e-47b3-8243-9dfd90f6d311,28,AIRPORT DR
460366,,,AITCHISON,ST,,,AITCHISON ST,830245,61850dc2-1dde-450f-87ff-5eccb5bd443f,29,AITCHISON ST
460367,,,ALAMEDA,RD,,,ALAMEDA RD,833134,c06a270d-fb73-4149-8729-51e545f76e89,30,ALAMEDA RD
460368,,,ALAMO,ST,,,ALAMO ST,817159,54ac2329-905a-4732-8e83-416d5f118e09,31,ALAMO ST
460369,,,ALBANY,ST,,,ALBANY ST,793217,6014701d-22ee-42b5-abc6-6b142627f898,32,ALBANY ST
460370,,,ALBEMARLE,ST,,,ALBEMARLE ST,679356,7292921e-c10c-4dcd-adea-47ae0afa3c5c,33,ALBEMARLE ST
460371,,,ALBERT,ST,,,ALBERT ST,695158,c299fd2f-b2ce-4d03-adbc-addbe50e465b,34,ALBERT ST
460372,,,ALBION,ST,,,ALBION ST,783109,07a8c1fc-e22d-4b4f-baa1-42d039f7e4cd,35,ALBION ST
460373,,,ALCOTT,ST,,,ALCOTT ST,761144,99fa1f08-6c56-4c79-a794-a0d9800cd1ba,36,ALCOTT ST
